Accession_ID	Collection_date	Submission_date	Location	Clade	Pangolin	City
EPI_ISL_8527839	2021-03-12	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527840	2021-03-12	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527841	2021-03-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527843	2021-03-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527845	2021-03-15	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527846	2021-03-15	2022-01-10	Africa / Senegal / Dakar	20A	B.1.214.2	 Dakar
EPI_ISL_8527849	2021-03-15	2022-01-10	Africa / Senegal / Dakar	20A	B.1.620	 Dakar
EPI_ISL_8527850	2021-03-15	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527851	2021-03-15	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527860	2021-03-16	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527861	2021-03-17	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527862	2021-03-16	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527872	2021-03-17	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527874	2021-03-17	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527878	2021-03-17	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527879	2021-03-17	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527900	2021-03-18	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527901	2021-03-18	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527903	2021-03-18	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527917	2021-03-19	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527922	2021-03-22	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527925	2021-03-22	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527926	2021-03-22	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527928	2021-03-23	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527931	2021-03-24	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527933	2021-03-24	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527934	2021-03-24	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527936	2021-03-25	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527938	2021-03-25	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527940	2021-03-25	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527947	2021-03-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527950	2021-03-27	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527952	2021-03-27	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527958	2021-03-29	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527962	2021-03-30	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527963	2021-03-30	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527967	2021-04-01	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527968	2021-03-31	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527972	2021-04-02	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527978	2021-04-03	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527982	2021-04-05	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8527990	2021-04-06	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527991	2021-04-06	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527992	2021-04-06	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527993	2021-04-06	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527996	2021-04-07	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527998	2021-04-07	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527999	2021-04-07	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528000	2021-04-07	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528001	2021-04-07	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528003	2021-04-07	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528013	2021-04-09	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528016	2021-04-10	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528017	2021-04-11	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528018	2021-04-12	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528019	2021-04-11	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528022	2021-04-12	2022-01-10	Africa / Senegal / Dakar	20A	B.1.620	 Dakar
EPI_ISL_8528032	2021-04-12	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8528038	2021-04-13	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528039	2021-04-13	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528043	2021-04-13	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528045	2021-04-14	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8528046	2021-04-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528049	2021-04-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528050	2021-04-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528052	2021-04-15	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528054	2021-04-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528055	2021-04-15	2022-01-10	Africa / Senegal / Dakar	20A	B.1	 Dakar
EPI_ISL_8528057	2021-04-15	2022-01-10	Africa / Senegal / Dakar	19B	A.27	 Dakar
EPI_ISL_8528065	2021-04-15	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528068	2021-04-15	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528069	2021-04-16	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528073	2021-04-16	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528075	2021-04-15	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528078	2021-04-16	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528079	2021-04-16	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528080	2021-04-16	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528082	2021-04-17	2022-01-10	Africa / Senegal / Dakar	20A	B.1.620	 Dakar
EPI_ISL_8528083	2021-04-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528085	2021-04-16	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528087	2021-04-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528088	2021-04-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528090	2021-04-17	2022-01-10	Africa / Senegal / Dakar	20A	B.1	 Dakar
EPI_ISL_8528091	2021-04-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528094	2021-04-18	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528097	2021-04-19	2022-01-10	Africa / Senegal / Dakar	19B	A.27	 Dakar
EPI_ISL_8528098	2021-04-19	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528099	2021-04-19	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	Q.7	 Dakar
EPI_ISL_8528102	2021-04-19	2022-01-10	Africa / Senegal / Dakar	20A	B.1.629	 Dakar
EPI_ISL_8528105	2021-04-20	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528107	2021-04-20	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528109	2021-04-20	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528110	2021-04-19	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528111	2021-04-20	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528118	2021-04-21	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528119	2021-04-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528120	2021-04-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528121	2021-04-21	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528124	2021-04-21	2022-01-10	Africa / Senegal / Dakar	19B	A.27	 Dakar
EPI_ISL_8528126	2021-04-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528127	2021-04-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528128	2021-04-22	2022-01-10	Africa / Senegal / Dakar	19B	A.27	 Dakar
EPI_ISL_8528129	2021-04-22	2022-01-10	Africa / Senegal / Dakar	19B	A.27	 Dakar
EPI_ISL_8528130	2021-04-21	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528131	2021-04-21	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528132	2021-04-22	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8528133	2021-04-22	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528134	2021-04-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528136	2021-04-21	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8528138	2021-04-22	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528139	2021-04-22	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528144	2021-04-22	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528145	2021-04-22	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528146	2021-04-22	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528147	2021-04-23	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528149	2021-04-23	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528150	2021-04-23	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528151	2021-04-23	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528152	2021-04-24	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528160	2021-04-25	2022-01-10	Africa / Senegal / Dakar	19B	A.27	 Dakar
EPI_ISL_8528163	2021-04-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528164	2021-04-26	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528165	2021-04-26	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528166	2021-04-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8528167	2021-04-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528168	2021-04-26	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528169	2021-04-26	2022-01-10	Africa / Senegal / Dakar	20C	B.1.626	 Dakar
EPI_ISL_8528171	2021-04-27	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528172	2021-04-27	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528173	2021-04-27	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528176	2021-04-27	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528177	2021-04-27	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528178	2021-04-27	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528180	2021-04-28	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528186	2021-04-28	2022-01-10	Africa / Senegal / Dakar	20A	B.1.629	 Dakar
EPI_ISL_8528192	2021-04-29	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528194	2021-04-29	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528196	2021-04-29	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528197	2021-04-29	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528213	2021-05-01	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528224	2021-05-01	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528229	2021-05-02	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528230	2021-05-03	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528233	2021-05-03	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528234	2021-05-03	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528236	2021-05-03	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528237	2021-05-03	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528241	2021-05-04	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528246	2021-05-05	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528249	2021-05-05	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528251	2021-05-06	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528253	2021-05-06	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528256	2021-05-06	2022-01-10	Africa / Senegal / Dakar	20A	B.1.629	 Dakar
EPI_ISL_8528258	2021-05-06	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528259	2021-05-06	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528268	2021-05-09	2022-01-10	Africa / Senegal / Dakar	20B	R.1	 Dakar
EPI_ISL_8528269	2021-05-09	2022-01-10	Africa / Senegal / Dakar	20B	R.1	 Dakar
EPI_ISL_8528270	2021-05-10	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	Q.7	 Dakar
EPI_ISL_8528271	2021-05-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528273	2021-05-10	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528275	2021-05-11	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528276	2021-05-11	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528277	2021-05-11	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528278	2021-05-11	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528283	2021-05-13	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528284	2021-05-13	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528286	2021-05-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528287	2021-05-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528291	2021-05-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528292	2021-05-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528293	2021-05-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528294	2021-05-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528295	2021-05-14	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528296	2021-05-15	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528298	2021-05-15	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528299	2021-05-15	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528301	2021-05-17	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528302	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528303	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528304	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528305	2021-05-17	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	Q.7	 Dakar
EPI_ISL_8528307	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528308	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528309	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528310	2021-05-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528312	2021-05-18	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528313	2021-05-18	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528314	2021-05-18	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528317	2021-05-18	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528318	2021-05-18	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528319	2021-05-19	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528320	2021-05-19	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528321	2021-05-20	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528323	2021-05-20	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528327	2021-05-20	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528328	2021-05-21	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528329	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528331	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528332	2021-05-21	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528333	2021-05-21	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528334	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528335	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528336	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528338	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528339	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528340	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528342	2021-05-21	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528343	2021-05-21	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528353	2021-05-23	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528364	2021-05-25	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528370	2021-05-25	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528374	2021-05-26	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528375	2021-05-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528376	2021-05-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528377	2021-05-26	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528378	2021-05-26	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528379	2021-05-26	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528380	2021-05-26	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528397	2021-05-29	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528399	2021-05-29	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528416	2021-05-31	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528420	2021-06-01	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528445	2021-06-04	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528446	2021-06-04	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528453	2021-06-04	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528458	2021-06-05	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528459	2021-06-05	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528461	2021-06-05	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
